typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H5","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","3100","Railway","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","33406.39","0","33406.39","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H5","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","14978.09","0","14978.09","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H5","HS","true","08","Fruit and nuts, edible; peel of citrus fruit or melons","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","15309.87","0","15309.87","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H5","HS","true","09","Coffee, tea, mate and spices","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","22400.03","0","22400.03","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H5","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","64643.88","0","64643.88","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","72822.01","0","72822.01","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","3100","Railway","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","132260.01","0","132260.01","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","92249.88","0","92249.88","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H5","HS","true","40","Rubber and articles thereof","2","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","15687.94","0","15687.94","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H5","HS","true","40","Rubber and articles thereof","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","4135.59","0","4135.59","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H5","HS","true","44","Wood and articles of wood; wood charcoal","2","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1","0","1","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H5","HS","true","44","Wood and articles of wood; wood charcoal","2","false","C00","TOTAL CPC","0","3100","Railway","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","205175.25","0","205175.25","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H5","HS","true","44","Wood and articles of wood; wood charcoal","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1044.54","0","1044.54","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","842","USA","USA","H5","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","350.62","0","350.62","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","842","USA","USA","H5","HS","true","09","Coffee, tea, mate and spices","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","135.23","0","135.23","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","842","USA","USA","H5","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","330697.38","0","330697.38","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","842","USA","USA","H5","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","29636.97","0","29636.97","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","842","USA","USA","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","11770.35","0","11770.35","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","842","USA","USA","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","2582.81","0","2582.81","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","842","USA","USA","H5","HS","true","40","Rubber and articles thereof","2","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","6607.27","0","6607.27","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","842","USA","USA","H5","HS","true","40","Rubber and articles thereof","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","451.06","0","451.06","0","false","true",
"C","M","20210101","2021","1","202101","51","ARM","Armenia","FM","Foreign Import","0","W00","World","842","USA","USA","H5","HS","true","44","Wood and articles of wood; wood charcoal","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","249.09","0","249.09","0","false","true",
