typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","M","20220101","2022","1","202201","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","3606",,"3606","0","false","true",
"C","M","20220101","2022","1","202201","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H6","HS","true","08","Fruit and nuts, edible; peel of citrus fruit or melons","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","7742.61",,"7742.61","0","false","true",
"C","M","20220101","2022","1","202201","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H6","HS","true","09","Coffee, tea, mate and spices","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","3183.84",,"3183.84","0","false","true",
"C","M","20220101","2022","1","202201","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H6","HS","true","24","Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body","2","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","6528.89",,"6528.89","0","false","true",
"C","M","20220101","2022","1","202201","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H6","HS","true","24","Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","116288.8",,"116288.8","0","false","true",
"C","M","20220101","2022","1","202201","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H6","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","40809.39",,"40809.39","0","false","true",
"C","M","20220101","2022","1","202201","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H6","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","9077.82",,"9077.82","0","false","true",
"C","M","20220101","2022","1","202201","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H6","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","38614.22",,"38614.22","0","false","true",
"C","M","20220101","2022","1","202201","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H6","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","3100","Railway","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","2982.66",,"2982.66","0","false","true",
"C","M","20220101","2022","1","202201","51","ARM","Armenia","FM","Foreign Import","0","W00","World","156","CHN","China","H6","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","74441.17",,"74441.17","0","false","true",
