date_key,country_code,flow_code,clearence_code,mot_code,value,product_code
20250101,MUS,DX,C03,1000,11524.226,22
20250101,MUS,RX,C03,1000,248401.767,22
20250101,LUX,DX,C00,1000,1858913.907,24
20250101,LUX,FM,C00,1000,1020533.323,24
20250101,MUS,RX,C00,1000,54527.556,24
20250101,LUX,DX,C00,3200,11497662.291,24
20250101,LUX,FM,C00,3200,31778077.834,24
20250101,MUS,RX,C03,1000,54527.556,24
20250101,LUX,DX,C00,1000,953442.32,30
20250101,LUX,FM,C00,1000,14456484.207,30
20250101,LUX,RM,C00,1000,432621.173,30
20250101,LUX,RX,C00,1000,2308.902,30
20250101,MUS,DX,C00,1000,149921.172,30
20250101,MUS,RX,C00,1000,2578527.389,30
20250101,LUX,DX,C00,3200,20777963.51,30
20250101,LUX,FM,C00,3200,59395642.485,30
20250101,LUX,RM,C00,3200,82543.351,30
20250101,MUS,DX,C03,1000,149921.172,30
20250101,MUS,RX,C03,1000,2578527.389,30
20250101,LUX,DX,C00,1000,3092222.06,44
20250101,LUX,FM,C00,1000,5201876.859,44
20250101,LUX,RM,C00,1000,11708.357,44
20250101,LUX,RX,C00,1000,8058.389,44
20250101,MUS,DX,C00,1000,70373.889,44
20250101,MUS,RX,C00,1000,2216.423,44
20250101,LUX,DX,C00,3200,18888420.192,44
20250101,LUX,FM,C00,3200,14916741.227,44
20250101,LUX,RM,C00,3200,26816.806,44
20250101,LUX,RX,C00,3200,37255.558,44
20250101,MAC,RX,C00,3200,86931.819,44
20250101,MUS,DX,C03,1000,70373.889,44
20250101,MUS,RX,C03,1000,2216.423,44
20250101,MDA,FM,C00,1000,20590.0,02
20250101,NAM,FM,C00,1000,21.186,02
20250101,NAM,RX,C00,1000,1.763,02
20250101,PRT,DX,C00,1000,157014.275,02
20250101,PRT,DX,C00,3100,46169.341,02
20250101,MDA,DX,C00,3200,733775.0,02
20250101,MDA,FM,C00,3200,6791561.0,02
20250101,NAM,DX,C00,3200,755338.652,02
20250101,NAM,FM,C00,3200,1239629.582,02
20250101,NAM,RX,C00,3200,1309026.212,02
20250101,PRT,DX,C00,3200,22508170.711,02
20250101,NAM,FM,C01,1000,21.186,02
20250101,NAM,FM,C01,3200,1239629.582,02
20250101,NAM,RX,C03,1000,1.763,02
20250101,PRT,DX,C03,1000,157014.275,02
20250101,PRT,DX,C03,3100,46169.341,02
20250101,NAM,DX,C03,3200,755338.652,02
20250101,NAM,RX,C03,3200,1309026.212,02
20250101,PRT,DX,C03,3200,22508138.614,02
20250101,NAM,FM,C00,1000,43.508,04
20250101,PRT,DX,C00,1000,232628.58,04
20250101,PAN,DX,C00,3000,417296.0,04
20250101,PRT,DX,C00,3100,50.733,04
20250101,MDA,DX,C00,3200,1079033.0,04
20250101,MDA,FM,C00,3200,13556814.0,04
20250101,NAM,DX,C00,3200,9651.368,04
20250101,NAM,FM,C00,3200,4134587.478,04
20250101,NAM,RX,C00,3200,37265.963,04
20250101,PRT,DX,C00,3200,32226245.418,04
20250101,NAM,FM,C01,1000,43.508,04
20250101,NAM,FM,C01,3200,4134587.478,04
20250101,PRT,DX,C03,1000,232628.58,04
20250101,PRT,DX,C03,3100,50.733,04
20250101,NAM,DX,C03,3200,9651.368,04
20250101,NAM,RX,C03,3200,37265.963,04
20250101,PRT,DX,C03,3200,32226197.791,04
20250101,MDA,FM,C00,1000,18395.0,07
20250101,NAM,FM,C00,1000,11.192,07
20250101,PAN,DX,C00,1000,5440.0,07
20250101,PRT,DX,C00,1000,49974.336,07
20250101,PAN,RM,C00,3000,1401.0,07
20250101,PRT,DX,C00,3100,1185.502,07
20250101,MDA,DX,C00,3200,1101299.0,07
20250101,MDA,FM,C00,3200,10826363.0,07
20250101,MDA,RX,C00,3200,57073.0,07
20250101,NAM,DX,C00,3200,13416.795,07
20250101,NAM,FM,C00,3200,2364380.502,07
20250101,NAM,RX,C00,3200,1149.008,07
20250101,PRT,DX,C00,3200,31643466.205,07
20250101,NAM,FM,C01,1000,5.583,07
20250101,NAM,FM,C01,3200,2364380.502,07
20250101,PRT,DX,C03,1000,49974.336,07
20250101,PRT,DX,C03,3100,1185.502,07
20250101,NAM,DX,C03,3200,13416.795,07
20250101,NAM,RX,C03,3200,1149.008,07
20250101,PRT,DX,C03,3200,31643466.205,07
20250101,NAM,FM,C00,1000,20.429,08
20250101,PAN,DX,C00,1000,146717.0,08
20250101,PRT,DX,C00,1000,129091.307,08
20250101,PAN,DX,C00,3000,1650555.0,08
20250101,PAN,RX,C00,3000,26082.0,08
20250101,PRT,DX,C00,3100,800394.889,08
20250101,MDA,DX,C00,3200,17917020.0,08
20250101,MDA,FM,C00,3200,11827868.0,08
20250101,MDA,RM,C00,3200,150899.0,08
20250101,MDA,RX,C00,3200,2145574.0,08
20250101,NAM,DX,C00,3200,1894449.618,08
20250101,NAM,FM,C00,3200,2049534.625,08
20250101,NAM,RX,C00,3200,7252.259,08
20250101,PRT,DX,C00,3200,64072500.761,08
20250101,NAM,FM,C01,1000,20.429,08
20250101,NAM,FM,C01,3200,2049534.625,08
20250101,PRT,DX,C03,1000,129091.307,08
20250101,PRT,DX,C03,3100,800394.889,08
20250101,NAM,DX,C03,3200,1894449.618,08
20250101,NAM,RX,C03,3200,7252.259,08
20250101,PRT,DX,C03,3200,63891384.045,08
20250101,MDA,FM,C00,1000,3556.0,09
20250101,NAM,DX,C00,1000,0.534,09
20250101,NAM,FM,C00,1000,324.507,09
20250101,NAM,RX,C00,1000,40.218,09
20250101,PAN,DX,C00,1000,154947.0,09
20250101,PRT,DX,C00,1000,35941.929,09
20250101,PAN,RX,C00,3000,17208.0,09
20250101,PRT,DX,C00,3100,6.212,09
20250101,MDA,DX,C00,3200,3184.0,09
20250101,MDA,FM,C00,3200,2054762.0,09
20250101,NAM,DX,C00,3200,2783.024,09
20250101,NAM,FM,C00,3200,1915052.635,09
20250101,NAM,RX,C00,3200,580.531,09
20250101,PRT,DX,C00,3200,10351330.412,09
20250101,NAM,FM,C01,1000,324.507,09
20250101,NAM,FM,C01,3200,1915052.635,09
20250101,NAM,DX,C03,1000,0.534,09
20250101,NAM,RX,C03,1000,40.218,09
20250101,PRT,DX,C03,1000,35915.009,09
20250101,PRT,DX,C03,3100,6.212,09
20250101,NAM,DX,C03,3200,2783.024,09
20250101,NAM,RX,C03,3200,580.531,09
20250101,PRT,DX,C03,3200,10351120.231,09
20250101,MDA,DX,C00,1000,1267.0,12
20250101,MDA,FM,C00,1000,275269.0,12
20250101,NAM,DX,C00,1000,41.607,12
20250101,NAM,FM,C00,1000,4640.398,12
20250101,PRT,DX,C00,1000,1242149.089,12
20250101,PAN,DX,C00,3000,437267.0,12
20250101,MDA,DX,C00,3100,2031097.0,12
20250101,PRT,DX,C00,3100,21553.354,12
20250101,MDA,DX,C00,3200,11893306.0,12
20250101,MDA,FM,C00,3200,7263458.0,12
20250101,MDA,RM,C00,3200,18112.0,12
20250101,NAM,DX,C00,3200,40330.909,12
20250101,NAM,FM,C00,3200,515625.451,12
20250101,NAM,RX,C00,3200,146475.08,12
20250101,PRT,DX,C00,3200,6647972.993,12
20250101,NAM,FM,C01,1000,4623.297,12
20250101,NAM,FM,C01,3200,515625.451,12
20250101,NAM,DX,C03,1000,41.607,12
20250101,PRT,DX,C03,1000,1242149.089,12
20250101,PRT,DX,C03,3100,21553.354,12
20250101,NAM,DX,C03,3200,40330.909,12
20250101,NAM,RX,C03,3200,146475.08,12
20250101,PRT,DX,C03,3200,6647972.993,12
20250101,MDA,DX,C00,1000,6597.0,22
20250101,MDA,FM,C00,1000,396.0,22
20250101,NAM,DX,C00,1000,108.424,22
20250101,NAM,FM,C00,1000,1749.614,22
20250101,NAM,RX,C00,1000,28894.161,22
20250101,PRT,DX,C00,1000,4478341.155,22
20250101,PAN,DX,C00,3000,563320.0,22
20250101,PAN,RM,C00,3000,182796.0,22
20250101,PRT,DX,C00,3100,52582.439,22
20250101,MDA,DX,C00,3200,18067259.0,22
20250101,MDA,FM,C00,3200,6112501.0,22
20250101,MDA,RX,C00,3200,554.0,22
